Id,SalePrice
1985,176536.1
1986,208549.31
1987,186825.7
1988,142344.97
1989,185251.25
1990,246198.34
1991,198658.62
1992,164682.12
1993,81771.87
1994,172334.64
1995,165313.66
1996,175241.3
1997,137582.75
1998,206991.9
1999,128890.26
2000,225335.4
2001,174145.98
2002,117828.45
2003,213174.66
2004,156842.33
2005,204192.28
2006,185952.06
2007,180503.14
2008,199819.52
2009,128783.914
2010,192280.12
2011,151718.47
2012,130915.625
2013,156359.94
2014,136377.02
2015,149219.75
2016,124235.77
2017,228766.84
2018,121113.7
2019,68005.54
2020,127805.63
2021,168632.44
2022,191563.11
2023,168859.5
2024,136963.11
2025,175627.67
2026,228821.69
2027,155552.58
2028,159327.53
2029,184439.77
2030,243724.4
2031,153652.0
2032,160349.34
2033,250091.38
2034,219170.81
2035,194737.81
2036,169132.42
2037,236133.14
2038,214811.6
2039,228033.25
2040,195171.75
2041,208967.88
2042,156126.84
2043,166507.62
2044,178468.97
2045,202906.67
2046,163909.81
2047,171471.47
2048,206884.64
2049,122327.78
2050,268006.9
2051,137178.84
2052,124388.15
2053,151547.58
2054,153013.22
2055,196640.03
2056,102824.5
2057,162779.53
2058,163153.44
2059,126957.83
2060,101806.45
2061,156338.47
2062,143287.38
2063,122217.984
2064,171782.39
2065,201739.45
2066,154368.53
2067,161220.62
2068,161829.84
2069,117951.53
2070,126157.49
2071,132965.6
2072,169045.6
2073,208514.83
2074,202079.34
2075,133317.1
2076,134977.16
2077,153061.08
2078,153833.62
2079,111746.78
2080,172952.61
2081,173693.53
2082,197802.06
2083,194724.38
2084,153686.73
2085,140770.33
2086,111745.67
2087,211481.25
2088,146271.31
2089,177696.03
2090,94019.234
2091,102452.16
2092,208966.03
2093,179612.0
2094,153290.52
2095,195764.1
2096,146965.42
2097,104155.125
2098,156610.92
2099,101874.83
2100,68512.5
2101,238832.77
2102,230322.38
2103,173769.06
2104,224733.69
2105,196328.12
2106,210788.3
2107,240438.23
2108,165728.88
2109,231332.22
2110,143141.4
2111,131920.47
2112,113757.52
2113,155271.16
2114,219616.5
2115,215075.16
2116,148043.11
2117,165059.1
2118,176212.47
2119,121124.37
2120,184669.47
2121,109488.984
2122,65450.78
2123,175614.5
2124,152342.44
2125,206351.94
2126,283144.97
2127,193657.94
2128,144765.97
2129,156884.12
2130,250767.98
2131,232518.56
2132,174394.33
2133,169156.64
2134,174904.48
2135,86018.06
2136,114240.03
2137,130034.88
2138,152722.6
2139,175011.47
2140,216046.92
2141,171417.72
2142,137598.81
2143,128632.1
2144,157723.25
2145,172647.03
2146,155382.06
2147,234706.67
2148,191896.34
2149,178178.77
2150,187884.81
2151,102725.92
2152,154912.89
2153,151117.75
2154,91207.4
2155,201095.33
2156,140783.48
2157,135800.48
2158,141254.69
2159,192999.52
2160,255106.47
2161,161065.9
2162,192586.06
2163,226975.95
2164,234227.58
2165,111389.266
2166,198196.83
2167,227115.31
2168,158018.44
2169,239852.5
2170,237829.48
2171,149533.6
2172,127478.71
2173,159037.36
2174,219545.08
2175,141644.62
2176,162121.6
2177,182435.48
2178,231110.45
2179,88148.41
2180,192653.52
2181,155703.19
2182,205749.38
2183,236510.73
2184,128306.79
2185,126395.51
2186,118505.84
2187,175710.03
2188,118971.375
2189,151425.17
2190,197950.58
2191,165443.03
2192,107483.22
2193,183483.42
2194,154862.84
2195,124587.11
2196,133998.14
2197,123191.19
2198,183027.69
2199,247676.6
2200,112459.94
2201,142277.03
2202,210413.34
2203,198755.88
2204,121648.3
2205,212269.36
2206,206646.19
2207,262006.53
2208,159646.6
2209,178835.03
2210,191597.19
2211,178482.6
2212,142439.9
2213,124037.73
2214,100415.93
2215,73410.23
2216,133930.47
2217,68512.78
2218,151942.84
2219,101125.64
2220,76587.195
2221,178861.39
2222,164326.34
2223,258101.95
2224,161199.78
2225,114882.25
2226,145612.56
2227,264003.44
2228,142397.14
2229,96331.41
2230,157124.86
2231,160876.56
2232,168668.52
2233,131552.88
2234,131393.84
2235,199078.16
2236,167874.88
2237,143950.69
2238,124467.03
2239,161777.7
2240,133788.94
2241,173520.03
2242,59422.56
2243,207642.45
2244,131960.19
2245,132129.19
2246,132233.75
2247,187780.88
2248,187127.97
2249,164632.72
2250,175769.66
2251,172188.78
2252,127676.28
2253,238364.47
2254,131284.66
2255,159882.6
2256,162595.78
2257,212502.53
2258,198733.78
2259,173629.38
2260,158556.16
2261,143257.48
2262,155929.84
2263,253478.58
2264,169743.9
2265,128413.25
2266,133469.02
2267,270953.06
2268,228740.3
2269,130215.21
2270,168552.25
2271,163983.72
2272,176593.94
2273,147232.06
2274,141018.05
2275,161827.81
2276,187828.81
2277,132474.36
2278,179646.31
2279,47798.14
2280,126690.14
2281,172275.67
2282,162527.77
2283,194124.48
2284,96619.17
2285,174824.88
2286,159926.31
2287,270727.62
2288,180654.84
2289,248003.39
2290,298585.3
2291,252094.31
2292,214568.02
2293,263868.28
2294,330761.9
2295,162921.72
2296,261062.05
2297,143767.23
2298,153970.05
2299,206284.8
2300,220814.62
2301,202832.53
2302,130615.53
2303,206742.44
2304,176400.72
2305,161558.19
2306,190907.52
2307,144206.12
2308,263128.78
2309,148526.11
2310,229095.44
2311,92702.125
2312,174579.22
2313,193411.64
2314,165545.92
2315,168588.56
2316,181412.53
2317,156345.19
2318,126402.17
2319,150662.44
2320,151195.05
2321,219932.19
2322,151488.69
2323,163208.4
2324,192117.6
2325,165001.62
2326,150429.86
2327,250025.28
2328,95694.64
2329,87747.67
2330,212526.61
2331,196291.72
2332,126348.484
2333,157142.34
2334,210057.61
2335,262945.53
2336,142127.12
2337,156275.56
2338,210773.53
2339,192243.6
2340,222774.94
2341,232549.25
2342,235421.86
2343,248937.5
2344,149819.97
2345,303960.3
2346,324210.28
2347,246635.0
2348,150407.28
2349,135540.16
2350,212677.53
2351,236115.6
2352,231859.44
2353,229799.69
2354,193510.47
2355,163905.75
2356,160431.94
2357,171411.5
2358,141391.2
2359,156446.97
2360,120948.41
2361,130446.94
2362,270420.4
2363,150177.92
2364,279415.78
2365,171137.17
2366,136777.06
2367,250641.5
2368,211585.7
2369,229969.52
2370,168956.42
2371,103820.08
2372,245987.34
2373,265725.7
2374,155735.6
2375,123150.91
2376,185924.6
2377,179059.78
2378,170861.38
2379,126522.266
2380,169626.5
2381,129585.805
2382,103865.625
2383,252860.36
2384,136283.08
2385,181861.16
2386,219304.16
2387,120764.86
2388,153788.9
2389,112215.016
2390,137358.6
2391,165320.88
2392,110467.46
2393,173585.58
2394,89373.2
2395,224230.27
2396,164868.22
2397,219896.95
2398,158120.88
2399,79707.01
2400,115080.45
2401,192400.0
2402,142378.97
2403,221945.7
2404,184871.95
2405,154368.2
2406,181542.38
2407,156525.31
2408,130627.84
2409,189347.92
2410,185930.94
2411,158713.55
2412,203446.25
2413,177513.36
2414,162857.7
2415,142363.78
2416,100653.08
2417,190410.0
2418,95681.91
2419,221763.75
2420,191114.64
2421,153594.94
2422,161996.66
2423,111754.46
2424,187297.27
2425,246055.81
2426,142738.48
2427,223416.12
2428,178136.89
2429,190705.16
2430,110729.836
2431,167648.25
2432,151273.88
2433,139924.45
2434,165431.16
2435,155842.8
2436,170999.84
2437,154036.66
2438,108446.016
2439,172336.38
2440,165101.11
2441,197744.36
2442,123182.016
2443,185825.25
2444,139935.69
2445,150613.19
2446,229620.38
2447,194031.67
2448,208343.89
2449,79816.96
2450,155661.38
2451,132039.53
2452,130719.49
2453,159812.67
2454,181232.88
2455,172513.4
2456,195288.16
2457,165923.84
2458,153241.53
2459,116908.22
2460,142053.9
2461,146432.12
2462,49008.91
2463,257059.22
2464,189450.72
2465,194766.78
2466,191961.86
2467,144755.14
2468,163327.03
2469,107107.39
2470,227818.0
2471,82269.6
2472,185771.19
2473,202471.16
2474,157077.19
2475,198790.22
2476,200685.0
2477,149147.89
2478,110436.5
2479,193383.88
2480,194091.78
2481,126222.805
2482,157685.11
2483,224973.64
2484,125880.89
2485,151413.06
2486,202500.1
2487,235819.4
2488,106054.79
2489,65176.465
2490,105823.41
2491,121028.21
2492,155819.89
2493,114096.05
2494,120146.445
2495,154808.5
2496,218438.56
2497,184072.97
2498,115346.8
2499,183123.56
2500,137332.19
2501,205733.66
2502,176360.25
2503,169130.83
2504,216523.97
2505,217078.17
2506,315183.72
2507,228527.06
2508,311004.25
2509,207267.12
2510,203081.94
2511,219355.31
2512,181553.81
2513,177011.48
2514,169622.72
2515,109823.195
2516,271468.25
2517,168210.88
2518,185778.56
2519,188409.12
2520,159153.95
2521,190148.9
2522,241019.73
2523,107254.16
2524,180551.25
2525,275831.16
2526,125940.984
2527,82957.89
2528,168799.44
2529,47521.508
2530,93271.16
2531,202936.36
2532,264833.97
2533,156081.88
2534,166419.84
2535,195791.75
2536,183509.72
2537,173999.16
2538,205932.44
2539,160368.0
2540,204905.28
2541,131761.75
2542,117714.78
2543,125664.984
2544,135061.22
2545,156016.31
2546,142958.28
2547,155826.72
2548,243027.47
2549,188720.58
2550,119852.64
2551,48181.973
2552,167740.06
2553,130996.195
2554,105639.266
2555,155977.6
2556,198377.6
2557,135972.28
2558,207400.84
2559,158995.28
2560,104571.695
2561,162258.44
2562,129735.28
2563,170972.34
2564,195751.05
2565,227684.28
2566,147158.1
2567,126880.8
2568,158957.05
2569,132354.84
2570,213289.06
2571,210886.38
2572,116123.56
2573,202671.0
2574,211247.31
2575,120060.266
2576,211708.9
2577,243952.69
2578,87093.72
2579,100630.14
2580,186844.56
2581,132550.5
2582,110990.18
2583,169194.84
2584,198405.17
2585,133301.22
2586,162054.33
2587,155145.64
2588,203008.2
2589,129535.0
2590,99499.83
2591,184267.94
2592,172225.5
2593,145931.78
2594,150097.66
2595,230702.6
2596,228401.38
2597,130376.37
2598,202060.6
2599,158271.38
2600,129828.34
2601,175907.4
2602,98362.61
2603,116745.08
2604,133176.1
2605,152443.88
2606,137105.88
2607,88188.6
2608,155251.0
2609,107378.83
2610,126313.67
2611,91008.44
2612,89586.984
2613,144913.5
2614,117861.43
2615,231212.62
2616,170396.27
2617,199212.1
2618,115513.06
2619,183946.83
2620,121858.125
2621,199768.75
2622,194733.84
2623,94271.77
2624,188701.36
2625,244892.53
2626,128347.02
2627,141870.22
2628,235820.88
2629,242360.78
2630,190615.16
2631,286871.6
2632,186151.83
2633,213716.42
2634,241386.38
2635,147878.75
2636,199603.52
2637,160247.72
2638,165955.03
2639,149791.89
2640,140184.02
2641,89760.61
2642,125205.39
2643,129563.45
2644,132660.25
2645,114868.46
2646,172220.22
2647,173520.4
2648,140994.88
2649,122085.32
2650,145340.47
2651,207929.81
2652,158210.7
2653,165969.28
2654,127397.36
2655,252574.31
2656,211929.14
2657,246106.58
2658,282551.84
2659,206214.73
2660,152773.9
2661,85061.33
2662,151287.92
2663,184350.9
2664,260978.94
2665,289241.4
2666,121555.91
2667,156217.62
2668,264923.22
2669,189989.03
2670,239304.27
2671,151667.8
2672,238200.53
2673,191628.8
2674,156950.2
2675,149882.56
2676,172497.84
2677,135932.4
2678,194224.69
2679,175963.56
2680,281505.9
2681,260650.92
2682,219219.98
2683,235004.45
2684,211442.06
2685,220245.02
2686,256338.36
2687,184905.75
2688,290864.94
2689,218692.77
2690,185537.61
2691,283822.7
2692,102917.35
2693,209212.97
2694,161170.38
2695,180542.94
2696,134249.06
2697,178512.72
2698,149568.06
2699,231768.3
2700,105094.164
2701,240245.0
2702,167460.81
2703,148100.92
2704,197106.84
2705,113379.516
2706,176376.94
2707,157526.94
2708,156260.31
2709,158723.81
2710,166481.69
2711,160708.97
2712,199141.17
2713,201327.72
2714,184050.45
2715,167321.88
2716,233079.94
2717,241217.28
2718,196819.06
2719,190291.31
2720,179972.34
2721,168676.86
2722,113026.58
2723,203006.8
2724,204303.69
2725,185732.34
2726,98214.79
2727,166572.36
2728,188415.66
2729,189784.22
2730,214459.4
2731,96601.55
2732,159637.8
2733,156057.69
2734,100850.16
2735,95710.805
2736,138390.1
2737,162295.88
2738,183268.25
2739,228070.0
2740,230983.83
2741,140548.17
2742,177972.55
2743,167966.9
2744,210440.9
2745,110101.0
2746,145379.8
2747,122181.766
2748,212906.64
2749,172310.02
2750,170048.48
2751,107832.58
2752,228029.98
2753,159304.5
2754,211723.19
2755,113476.31
2756,154881.23
2757,82445.83
2758,205677.34
2759,238311.28
2760,155251.5
2761,224996.03
2762,167836.27
2763,154439.28
2764,155648.22
2765,179981.7
2766,209387.47
2767,182851.61
2768,77244.79
2769,137450.75
2770,186449.27
2771,182773.5
2772,176169.78
2773,194821.84
2774,91008.266
2775,100918.73
2776,63139.754
2777,236554.03
2778,93775.7
2779,228514.22
2780,150623.58
2781,147775.97
2782,177160.75
2783,159063.5
2784,190590.86
2785,165823.78
2786,147377.19
2787,267686.1
2788,156035.48
2789,167716.16
2790,200838.9
2791,160709.36
2792,128885.766
2793,154653.77
2794,172155.31
2795,163606.5
2796,84370.734
2797,115848.67
2798,101361.75
2799,123090.266
2800,178281.9
2801,157462.8
2802,168910.55
2803,212854.0
2804,134166.22
2805,214143.8
2806,94576.04
2807,75661.11
2808,150412.56
2809,178213.62
2810,144226.45
2811,88283.7
2812,142700.67
2813,218546.86
2814,141024.6
2815,156317.62
2816,198338.53
2817,125338.46
2818,159572.8
2819,133204.25
2820,107254.4
2821,174283.7
2822,233418.83
2823,119287.92
2824,108089.2
2825,191550.81
2826,163556.34
2827,173106.47
2828,262150.5
2829,179953.06
2830,166069.56
2831,119464.016
2832,201071.38
2833,102990.586
2834,194807.81
2835,238569.4
2836,168188.47
2837,209217.97
2838,125937.3
2839,147641.62
2840,157209.47
2841,201181.44
2842,264592.28
2843,206770.86
2844,152974.83
2845,240441.5
2846,271914.44
2847,220430.31
2848,156237.72
2849,306656.97
2850,314854.78
2851,140799.88
2852,227843.88
2853,293816.53
2854,136987.39
2855,136071.73
2856,152344.52
2857,142943.83
2858,232386.84
2859,140846.73
2860,190341.9
2861,132497.75
2862,173221.5
2863,103728.08
2864,183030.88
2865,178581.66
2866,167658.66
2867,147478.5
2868,150437.47
2869,108217.05
2870,220074.94
2871,181191.08
2872,122005.57
2873,135009.8
2874,222267.97
2875,138036.23
2876,154233.73
2877,205132.56
2878,138088.0
2879,103030.57
2880,100992.22
2881,195850.19
2882,112220.27
2883,184328.86
2884,172227.92
2885,137502.42
2886,173824.78
2887,125204.74
2888,202037.28
2889,164290.1
2890,115072.266
2891,136781.4
2892,81246.734
2893,127443.13
2894,136668.89
2895,239819.31
2896,210275.6
2897,206456.89
2898,146224.86
2899,261474.47
2900,104266.055
2901,240554.6
2902,178704.44
2903,276196.47
2904,252896.2
2905,131348.1
2906,166665.88
2907,200485.9
2908,170867.88
2909,135783.52
2910,111623.39
2911,131988.47
2912,219433.08
2913,115976.04
2914,196171.56
2915,162823.72
2916,138283.61
2917,164789.78
2918,103834.57
2919,207183.66
